Emission Date,Refining of mineral oil,Metal ore roasting or sintering,Production or processing of ferrous metals,Production of Pig iron or steel,Production or processing of non-ferrous metals,Primary aluminum production,Secondary aluminum production,Production of cement clinker,Production of lime or calcination of dolomite/magnesite,Manufacture of glass,Ceramic production,Mineral wool manufacturing,Production or processing of gypsum or plasterboard,Production of pulp,Paper or cardboard,Production of Carbon black,Production of coke oven,Production of Nitric acid,Production of Adipic acid,Production of Bulk chemicals,Production of Soda ash and sodium bicarbonate,Production of Hydrogen and synthesis gas
2019-07-10,334865,8199,30601,334852,18980,14962,3375,324824,81643,49629,40287,5193,2889,13817,56564,5178,16660,11923,329,90563,12883,23683
2019-07-11,341218,8493,31730,342356,19458,15353,3414,333885,84099,50453,40367,5242,2941,14203,58178,5369,16945,12325,340,93525,13325,24493
2019-07-12,323820,7808,29113,322806,18251,14375,3286,311586,78160,48094,39554,5065,2796,13253,54227,4926,16137,11377,313,86492,12286,22587
2019-07-13,254257,5944,22116,251904,14171,11141,2614,240732,60143,37922,31982,4045,2199,10238,41846,3742,12712,8695,239,66230,9379,17247
2019-07-14,239756,5805,21649,239201,13533,10661,2428,231193,58024,35589,29169,3742,2070,9834,40242,3663,11943,8454,233,64251,9130,16785
2019-07-15,311282,7572,28248,310856,17601,13869,3146,300906,75567,46176,37696,4845,2686,12799,52386,4780,15498,11020,304,83737,11905,21885
2019-07-16,324773,7903,29483,324353,18366,14473,3282,314006,78861,48175,39316,5054,2803,13356,54667,4989,16169,11502,317,87392,12425,22841
2019-07-17,331435,8199,30623,332126,18858,14874,3325,323266,81361,49049,39457,5109,2858,13751,56315,5182,16471,11909,329,90394,12872,23660
2019-07-18,337522,8384,31321,338509,19233,15174,3380,329919,83079,49921,40013,5191,2910,14034,57483,5300,16765,12171,336,92362,13157,24184
2019-07-19,327700,8013,29905,327603,18565,14634,3305,317662,79830,48576,39475,5086,2827,13512,55314,5060,16306,11655,321,88534,12593,23149
2019-07-20,264251,6251,23275,262412,14790,11636,2703,251723,62985,39350,32878,4178,2284,10706,43776,3938,13196,9130,251,69489,9852,18115
2019-07-21,259125,6358,23732,259226,14698,11588,2609,251635,63265,38393,31109,4014,2235,10704,43822,4016,12889,9244,255,70199,9988,18361
2019-07-22,327185,7984,29790,326944,18521,14597,3302,316799,79591,48514,39499,5084,2823,13475,55159,5041,16284,11615,320,88239,12548,23068
2019-07-23,340161,8194,30549,339027,19165,15094,3453,327138,82050,50528,41590,5324,2937,13914,56931,5169,16953,11941,329,90783,12894,23705
2019-07-24,353367,8621,32167,353094,20002,15764,3567,342119,85950,52398,42667,5491,3049,14552,59567,5443,17587,12543,346,95286,13550,24910
2019-07-25,347572,8331,31048,346064,19547,15390,3536,333386,83563,51665,42704,5455,3002,14180,58008,5254,17332,12148,334,92383,13115,24112
2019-07-26,326335,7655,28489,323531,18210,14320,3350,309523,77363,48649,40919,5182,2822,13164,53811,4820,16310,11193,308,85240,12075,22204
2019-07-27,259010,5951,22117,255749,14347,11269,2682,243058,60586,38718,33093,4158,2242,10336,42223,3742,12973,8726,239,66535,9406,17298
2019-07-28,250793,6086,22701,250329,14168,11163,2538,242129,60787,37215,30442,3909,2165,10299,42149,3841,12489,8861,244,67335,9571,17594
2019-07-29,327668,8106,30276,328353,18644,14706,3287,319598,80438,48491,39007,5051,2825,13595,55676,5123,16283,11774,325,89370,12726,23392
2019-07-30,331598,8177,30532,332066,18844,14861,3331,322866,81226,49096,39608,5121,2860,13734,56238,5167,16485,11881,328,90199,12840,23602
2019-07-31,326263,7992,29828,326279,18495,14580,3288,316550,79568,48351,39236,5058,2815,13465,55124,5047,16231,11621,320,88266,12557,23083
2019-08-01,399254,10567,39620,407632,23239,18171,3840,400642,101644,58550,44409,5928,3432,17213,70642,6660,20144,15131,419,114438,16389,30115
2019-08-02,324303,7784,29003,324448,18198,14148,3262,308842,77368,48234,40007,5104,2803,13264,54253,4874,16543,11280,310,85807,12176,22387
2019-08-03,271002,6499,24212,271072,15202,11818,2727,257955,64613,40312,33461,4267,2342,11078,45312,4069,13825,9418,259,71649,10166,18692
2019-08-04,252143,6093,22711,252595,14183,11031,2529,240967,60418,37467,30905,3953,2178,10349,42341,3817,12853,8821,243,67078,9525,17512
2019-08-05,322798,7863,29327,323903,18211,14171,3226,309802,77759,47913,39253,5038,2787,13306,54452,4929,16440,11373,313,86440,12284,22583
2019-08-06,323033,7730,28794,322978,18106,14074,3254,307136,76910,48065,39968,5092,2792,13190,53947,4839,16483,11205,308,85257,12095,22238
2019-08-07,328145,7940,29599,328820,18467,14364,3289,313816,78697,48752,40169,5141,2835,13478,55144,4975,16724,11494,316,87390,12411,22817
2019-08-08,311897,7304,27170,310519,17347,13468,3170,293250,73226,46543,39372,4974,2699,12593,51466,4566,15951,10618,292,80897,11452,21059
2019-08-09,312802,7354,27362,311658,17421,13529,3174,294691,73623,46654,39346,4978,2706,12655,51726,4598,15991,10685,294,81386,11526,21194
2019-08-10,253582,5520,20426,248976,13748,10630,2652,229739,56816,38194,34070,4195,2202,9863,40206,3432,13063,8104,221,62031,8716,16036
2019-08-11,241415,5532,20547,239336,13324,10331,2475,224460,55889,36128,31073,3894,2091,9638,39360,3453,12374,8065,221,61530,8691,15984
2019-08-12,330908,8275,30914,333823,18850,14690,3269,322022,81101,48936,39187,5088,2854,13832,56657,5196,16805,11929,329,90523,12896,23705
2019-08-13,336219,8453,31592,339560,19191,14961,3313,328137,82699,49683,39592,5153,2899,14095,57745,5310,17064,12178,336,92384,13168,24204
2019-08-14,329921,8342,31187,333593,18872,14717,3243,322970,81457,48712,38618,5040,2843,13874,56848,5242,16734,12010,332,91076,12989,23873
2019-08-15,283457,6924,25827,284582,16007,12458,2830,272430,68402,42058,34378,4418,2447,11701,47889,4341,14432,10011,276,76071,10813,19879
2019-08-16,289956,7068,26362,290988,16362,12733,2897,278380,69878,43034,35236,4524,2504,11956,48931,4431,14766,10222,282,77688,11041,20297
2019-08-17,242439,5604,20827,240757,13422,10412,2477,226421,56442,36240,30965,3893,2099,9723,39717,3500,12415,8161,224,62225,8797,16179
2019-08-18,236523,5538,20598,235467,13154,10212,2404,222354,55521,35296,29864,3772,2046,9549,39023,3462,12097,8051,221,61335,8682,15966
2019-08-19,319119,7846,29279,320812,18065,14064,3177,307766,77341,47306,38451,4955,2754,13219,54114,4921,16236,11335,312,86099,12246,22512
2019-08-20,336301,8396,31364,339150,19146,14919,3325,326990,82335,49745,39892,5176,2900,14046,57527,5272,17082,12107,334,91878,13087,24056
2019-08-21,340298,8467,31621,342938,19349,15074,3369,330271,83125,50361,40510,5248,2935,14186,58097,5315,17291,12214,337,92709,13202,24266
2019-08-22,328940,8074,30128,330576,18610,14487,3277,316965,79635,48773,39699,5112,2839,13614,55728,5064,16739,11667,322,88631,12605,23171
2019-08-23,315990,7551,28124,315848,17702,13760,3185,300221,75164,47026,39148,4985,2731,12893,52730,4727,16126,10948,301,83304,11816,21725
2019-08-24,253698,5807,21565,251456,13996,10852,2602,235738,58688,37972,32688,4094,2198,10122,41336,3624,13005,8467,232,64599,9124,16780
2019-08-25,251414,5936,22092,250703,14024,10893,2547,237379,59338,37477,31501,3992,2174,10194,41673,3713,12847,8620,237,65639,9299,17099
2019-08-26,343160,8332,31070,344110,19337,15044,3435,328784,82488,50958,41862,5366,2964,14121,57782,5222,17483,12057,332,91651,13020,23937
2019-08-27,358021,8751,32645,359494,20223,15740,3573,344223,86436,53116,43390,5577,3091,14784,60510,5487,18227,12652,349,96138,13667,25124
2019-08-28,355494,8607,32088,356272,20011,15566,3562,340089,85293,52810,43488,5568,3071,14606,59762,5393,18117,12459,343,94725,13453,24734
2019-08-29,357527,8679,32363,358502,20145,15672,3579,342512,85930,53093,43624,5591,3088,14711,60194,5439,18215,12559,346,95473,13563,24935
2019-08-30,340389,8119,30239,340116,19057,14811,3433,323102,80874,50670,42242,5375,2942,13876,56744,5082,17375,11775,324,89607,12708,23365
2019-08-31,265502,5974,22159,262300,14560,11278,2742,244573,60751,39825,34714,4322,2302,10501,42857,3724,13633,8731,239,66686,9402,17294
2019-09-01,253007,5979,22245,253212,14145,11089,2600,238389,59563,37732,31803,4014,2183,10282,42028,3741,13042,8691,239,66193,9375,17238
2019-09-02,331316,7950,29613,332596,18627,14615,3383,314680,78783,49308,41051,5213,2856,13573,55510,4980,17051,11534,317,87766,12449,22889
2019-09-03,340660,8227,30659,342417,19197,15068,3469,324649,81348,50654,41950,5341,2935,14004,57283,5156,17519,11926,328,90715,12875,23672
2019-09-04,335002,7984,29724,335838,18787,14735,3430,317045,79304,49903,41778,5290,2889,13675,55913,4998,17253,11593,319,88250,12509,23001
2019-09-05,334823,7969,29666,335572,18768,14719,3430,316660,79194,49885,41806,5291,2887,13658,55842,4989,17246,11574,318,88110,12488,22961
2019-09-06,331732,8051,30010,333769,18727,14703,3371,316947,79468,49294,40659,5187,2858,13672,55934,5047,17051,11663,321,88687,12593,23153
2019-09-07,287014,7138,26652,290216,16349,12855,2885,277792,69874,42503,34331,4426,2469,11984,49070,4482,14714,10310,284,78278,11142,20480
2019-09-08,276344,7021,26248,280656,15866,12490,2751,270511,68230,40799,32332,4208,2375,11671,47823,4414,14133,10113,279,76687,10937,20102
2019-09-09,347816,8712,32544,352211,19865,15625,3485,337916,85075,51456,41301,5341,2991,14578,59707,5473,17817,12572,347,95413,13590,24979
2019-09-10,336672,8148,30365,338546,18986,14904,3425,321188,80502,50047,41378,5272,2901,13855,56677,5106,17311,11808,325,89800,12748,23437
2019-09-11,320299,7565,28147,320529,17905,14036,3292,301717,75381,47770,40279,5083,2763,13013,53191,4733,16511,10998,302,83765,11863,21814
2019-09-12,329295,7901,29429,330561,18512,14525,3362,312743,78297,49008,40805,5181,2838,13490,55168,4949,16947,11463,315,87223,12372,22747
2019-09-13,336114,8233,30709,338810,19039,14956,3402,322702,81009,49881,40824,5228,2894,13921,56970,5164,17259,11913,328,90538,12868,23656
2019-09-14,273628,6674,24884,275581,15475,12153,2774,262110,65761,40632,33377,4267,2357,11307,46265,4185,14057,9662,266,73446,10434,19183
2019-09-15,250314,6008,22378,251291,14074,11043,2556,237770,59530,37252,31009,3938,2158,10256,41943,3763,12882,8716,240,66319,9407,17296
2019-09-16,343705,8583,32052,347824,19607,15420,3449,333366,83896,50870,40945,5288,2957,14382,58896,5390,17612,12389,342,94044,13391,24614
2019-09-17,309718,7035,26104,307608,17076,13356,3234,285968,71081,46428,40320,5015,2677,12332,50339,4389,16029,10280,282,78494,11073,20366
2019-09-18,349338,8509,31726,351741,19747,15508,3544,334409,83887,51884,42665,5451,3009,14425,59024,5335,17949,12321,339,93671,13306,24462
2019-09-19,368009,9135,34101,371964,20947,16468,3703,355810,89475,54513,44108,5681,3167,15350,62847,5735,18870,13196,364,100205,14260,26213
2019-09-20,352790,8774,32758,356722,20095,15800,3546,341444,85884,52244,42201,5440,3035,14730,60314,5509,18086,12672,349,96212,13694,25173
2019-09-21,279148,6686,24899,280120,15683,12304,2853,264867,66296,41555,34650,4396,2406,11425,46720,4187,14369,9702,267,73832,10470,19252
2019-09-22,268417,6602,24630,270793,15227,11964,2712,258258,64866,39812,32471,4166,2311,11141,45600,4142,13777,9548,263,72541,10314,18961
2019-09-23,359525,9112,34062,364954,20624,16233,3583,351488,88627,53098,42171,5483,3090,15164,62133,5728,18392,13129,363,99576,14198,26096
2019-09-24,367039,9213,34419,371838,20979,16504,3674,356990,89902,54283,43490,5629,3156,15401,63082,5788,18797,13291,367,100858,14368,26410
2019-09-25,377231,9589,35852,383163,21664,17055,3755,369381,93174,55689,44109,5743,3242,15937,65303,6030,19292,13812,381,104733,14938,27455
2019-09-26,357119,8873,33126,361028,20335,15987,3592,345456,86882,52893,42761,5510,3073,14903,61020,5571,18310,12816,353,97316,13850,25459
2019-09-27,323928,7679,28580,324399,18132,14217,3324,305727,76420,48287,40595,5130,2794,13187,53906,4806,16692,11158,307,84970,12038,22135
2019-09-28,252723,5677,21047,250470,13879,10849,2650,232027,57588,37937,33213,4115,2185,10006,40827,3539,13094,8308,227,63479,8945,16453
2019-09-29,251412,5728,21257,249839,13875,10855,2622,232480,57808,37673,32648,4065,2173,10026,40928,3574,13008,8366,229,63867,9012,16576
2019-09-30,311509,7178,26662,310239,17261,13512,3234,289733,72153,46610,40053,5007,2690,12495,51030,4483,16099,10469,287,79862,11282,20749
2019-10-01,313951,7591,28299,314033,17857,13958,3193,309417,77607,47463,39789,5058,2790,13008,53223,4867,14880,11242,310,85469,12139,22318
2019-10-02,305090,7318,27268,304683,17303,13519,3113,299434,75025,46173,38965,4937,2713,12588,51490,4689,14472,10849,299,82523,11712,21533
2019-10-03,307821,7590,28333,309131,17635,13801,3104,306534,77080,46409,38258,4904,2733,12888,52766,4873,14558,11213,309,85149,12117,22274
2019-10-04,305584,7479,27906,306421,17459,13657,3091,303117,76148,46120,38264,4889,2714,12744,52163,4799,14464,11060,305,84023,11948,21964
2019-10-05,265218,6490,24215,265934,15152,11852,2683,263051,66081,40028,33216,4244,2356,11059,45268,4165,12554,9597,265,72912,10368,19060
2019-10-06,255221,6330,23641,256619,14654,11472,2567,254957,64160,38446,31529,4052,2265,10719,43898,4066,12063,9345,258,70942,10101,18567
2019-10-07,317622,7775,29012,318505,18149,14196,3213,315091,79158,47935,39764,5081,2821,13247,54224,4989,15033,11497,317,87347,12421,22834
2019-10-08,317300,7588,28269,316688,17976,14043,3242,310932,77875,48041,40640,5143,2822,13071,53461,4862,15056,11254,310,85618,12148,22335
2019-10-09,318585,7647,28496,318206,18073,14121,3250,312794,78379,48211,40661,5153,2833,13149,53789,4901,15111,11336,312,86222,12238,22500
2019-10-10,301151,7003,26038,298908,16890,13173,3113,290836,72575,45768,39591,4955,2682,12225,49952,4478,14332,10423,286,79436,11239,20668
2019-10-11,281030,6257,23196,276628,15523,12077,2956,265468,65867,42949,38363,4727,2508,11157,45519,3988,13432,9368,256,71592,10085,18551
2019-10-12,245763,5708,21222,243878,13778,10745,2542,237203,59182,37356,32344,4046,2189,9970,40738,3649,11697,8498,233,64765,9163,16849
2019-10-13,232096,5449,20274,230801,13062,10193,2390,225261,56282,35228,30247,3799,2066,9469,38703,3486,11034,8100,223,61697,8738,16067
2019-10-14,315712,7711,28768,316444,18024,14097,3197,312822,78565,47662,39614,5057,2805,13152,53829,4948,14947,11406,314,86662,12321,22650
2019-10-15,324878,7965,29724,325885,18574,14530,3284,322556,81050,49019,40608,5193,2885,13561,55512,5112,15374,11776,325,89456,12723,23389
2019-10-16,325482,7852,29268,325419,18498,14457,3313,320402,80338,49221,41341,5250,2893,13470,55107,5033,15430,11632,320,88446,12560,23091
2019-10-17,325320,7947,29649,326086,18574,14528,3294,322374,80966,49111,40812,5210,2890,13553,55473,5099,15401,11755,324,89313,12698,23343
2019-10-18,299331,7007,26067,297493,16828,13130,3086,290082,72450,45451,39112,4908,2665,12193,49835,4483,14235,10421,286,79384,11240,20668
2019-10-19,268647,6554,24451,269211,15331,11990,2721,266037,66805,40563,33744,4306,2387,11185,45777,4205,12720,9696,267,73678,10474,19255
2019-10-20,265303,6660,24890,267416,15301,11986,2653,266725,67226,39897,32369,4183,2353,11215,45945,4281,12522,9817,271,74470,10615,19511
2019-10-21,323371,8022,29958,325153,18568,14536,3252,323064,81301,48711,39942,5134,2870,13583,55625,5152,15283,11843,327,89897,12800,23529
2019-10-22,330607,8146,30410,331970,18936,14818,3334,329114,82751,49849,41117,5269,2936,13837,56652,5230,15637,12036,332,91405,13006,23909
2019-10-23,332670,8193,30585,334010,19051,14908,3356,331087,83242,50163,41393,5303,2954,13920,56990,5260,15735,12107,334,91941,13082,24048
2019-10-24,319040,7714,28758,319124,18147,14185,3245,314433,78865,48232,40434,5140,2836,13219,54085,4946,15121,11424,315,86854,12336,22680
2019-10-25,303114,7173,26705,301900,17107,13356,3111,295413,73887,45958,39209,4941,2697,12418,50772,4592,14399,10653,293,81099,11495,21136
2019-10-26,249924,5705,21184,247174,13925,10849,2603,239078,59514,38075,33402,4152,2228,10048,41033,3643,11916,8512,233,64947,9172,16869
2019-10-27,240943,5715,21280,240087,13610,10627,2471,235101,58820,36521,31100,3923,2144,9883,40410,3659,11443,8485,233,64584,9156,16835
2019-10-28,327356,8071,30128,328741,18754,14676,3301,325969,81966,49355,40690,5216,2907,13705,56112,5181,15482,11924,329,90546,12885,23685
2019-10-29,335413,8156,30418,335886,19118,14949,3403,331560,83222,50668,42273,5386,2980,13939,57044,5231,15887,12070,333,91735,13037,23966
2019-10-30,331266,7971,29707,331032,18809,14698,3376,325658,81629,50114,42180,5351,2945,13690,56006,5109,15708,11812,325,89831,12753,23447
2019-10-31,320396,7630,28416,319507,18123,14154,3280,313270,78417,48538,41203,5205,2850,13169,53854,4887,15210,11322,311,86156,12219,22466
2019-11-01,271678,6713,25061,273185,15539,12153,2731,269126,67683,40674,33500,4310,2403,11303,46280,4298,13279,9888,273,75084,10686,19643
2019-11-02,249338,5906,21989,248601,14043,10956,2552,241586,60424,37547,32036,4050,2210,10145,41477,3771,12243,8747,241,66589,9438,17354
2019-11-03,244770,5845,21774,244441,13826,10792,2497,238164,59631,36819,31209,3958,2169,10001,40902,3734,12008,8648,238,65800,9334,17161
2019-11-04,315247,7724,28822,316455,17975,14052,3180,310906,78105,47253,39202,5025,2790,13057,53448,4943,15423,11390,314,86533,12305,22621
2019-11-05,326571,8009,29884,327877,18627,14561,3293,322215,80955,48944,40576,5203,2890,13532,55393,5125,15975,11808,325,89702,12757,23451
2019-11-06,338163,8395,31352,340371,19376,15158,3392,335835,84512,50594,41496,5350,2991,14105,57762,5377,16520,12359,341,93822,13358,24555
2019-11-07,326067,7857,29285,326214,18479,14431,3314,318764,79905,48987,41218,5247,2888,13386,54763,5022,15981,11611,320,88297,12536,23047
2019-11-08,321244,7749,28883,321454,18212,14224,3263,314214,78775,48256,40569,5166,2845,13195,53984,4953,15743,11449,315,87061,12362,22727
2019-11-09,267682,6271,23327,266306,15016,11708,2753,257865,64401,40370,34749,4374,2374,10828,44253,4000,13158,9300,256,70847,10031,18445
2019-11-10,260135,6217,23160,259826,14699,11474,2653,253220,63407,39126,33143,4205,2305,10634,43489,3972,12761,9197,253,69976,9927,18251
2019-11-11,297988,6983,25978,296477,16718,13036,3064,287114,71709,44938,38670,4868,2643,12056,49273,4455,14648,10356,285,78891,11170,20540
2019-11-12,334593,8048,29991,334618,18949,14797,3403,326776,81893,50281,42373,5389,2964,13723,56136,5143,16402,11895,327,90467,12842,23610
2019-11-13,359177,8922,33320,361563,20584,16104,3602,356809,89796,53734,44050,5681,3176,14986,61371,5714,17546,13134,362,99697,14196,26094
2019-11-14,347375,8393,31289,347720,19706,15392,3526,340075,85277,52169,43797,5581,3076,14282,58431,5366,17020,12398,341,94272,13388,24613
